CLOSED_AT,OPENED_AT,OPEN,HIGH,LOW,CLOSE,VOLUME,COMPONENT,BUCKET
2022-01-01T03:15:59.999Z,2022-01-01T03:15:00Z,46826.11000000,46847.39000000,46807.66000000,46846.13000000,5.10899000,,2022
2022-01-01T03:16:59.999Z,2022-01-01T03:16:00Z,46846.13000000,46916.63000000,46846.12000000,46887.55000000,35.08766000,,2022
2022-01-01T03:17:59.999Z,2022-01-01T03:17:00Z,46887.55000000,46896.70000000,46880.97000000,46888.00000000,2.40354000,,2022
2022-01-01T03:18:59.999Z,2022-01-01T03:18:00Z,46888.01000000,46888.01000000,46880.99000000,46886.02000000,3.84900000,,2022
2022-01-01T03:19:59.999Z,2022-01-01T03:19:00Z,46886.02000000,46905.09000000,46886.02000000,46888.07000000,27.64121000,,2022
2022-01-01T03:20:59.999Z,2022-01-01T03:20:00Z,46888.08000000,46888.08000000,46858.12000000,46858.13000000,3.85043000,,2022
2022-01-01T03:21:59.999Z,2022-01-01T03:21:00Z,46858.12000000,46874.60000000,46856.22000000,46863.17000000,2.25938000,,2022
2022-01-01T03:22:59.999Z,2022-01-01T03:22:00Z,46863.16000000,46865.38000000,46840.77000000,46851.62000000,3.50311000,,2022
2022-01-01T03:23:59.999Z,2022-01-01T03:23:00Z,46851.63000000,46851.63000000,46805.59000000,46806.21000000,12.32717000,,2022
2022-01-01T03:24:59.999Z,2022-01-01T03:24:00Z,46805.60000000,46810.13000000,46777.00000000,46791.02000000,52.42045000,,2022
2022-01-01T03:25:59.999Z,2022-01-01T03:25:00Z,46791.02000000,46822.33000000,46791.02000000,46809.00000000,14.73965000,,2022
2022-01-01T03:26:59.999Z,2022-01-01T03:26:00Z,46809.00000000,46809.01000000,46798.89000000,46808.74000000,15.43750000,,2022
2022-01-01T03:27:59.999Z,2022-01-01T03:27:00Z,46808.74000000,46808.75000000,46791.00000000,46805.27000000,14.30703000,,2022
2022-01-01T03:28:59.999Z,2022-01-01T03:28:00Z,46805.28000000,46837.42000000,46805.27000000,46827.14000000,11.85740000,,2022
2022-01-01T03:29:59.999Z,2022-01-01T03:29:00Z,46827.15000000,46842.21000000,46809.15000000,46809.15000000,13.87587000,,2022
2022-01-01T03:30:59.999Z,2022-01-01T03:30:00Z,46809.16000000,46854.33000000,46809.15000000,46838.12000000,9.73944000,,2022
2022-01-01T03:31:59.999Z,2022-01-01T03:31:00Z,46838.13000000,46842.22000000,46822.39000000,46822.43000000,4.80233000,,2022
2022-01-01T03:32:59.999Z,2022-01-01T03:32:00Z,46822.44000000,46827.48000000,46813.20000000,46813.20000000,10.79630000,,2022
2022-01-01T03:33:59.999Z,2022-01-01T03:33:00Z,46813.21000000,46860.89000000,46813.20000000,46853.80000000,24.62813000,,2022
2022-01-01T03:34:59.999Z,2022-01-01T03:34:00Z,46853.81000000,46856.13000000,46842.77000000,46853.73000000,9.52970000,,2022
2022-01-01T03:35:59.999Z,2022-01-01T03:35:00Z,46853.73000000,46853.73000000,46830.00000000,46852.24000000,11.63198000,,2022
2022-01-01T03:36:59.999Z,2022-01-01T03:36:00Z,46852.24000000,46865.80000000,46838.62000000,46865.36000000,7.13444000,,2022
2022-01-01T03:37:59.999Z,2022-01-01T03:37:00Z,46865.36000000,46865.36000000,46853.80000000,46861.42000000,1.75940000,,2022
2022-01-01T03:38:59.999Z,2022-01-01T03:38:00Z,46861.43000000,46862.00000000,46830.37000000,46835.55000000,6.11754000,,2022
2022-01-01T03:39:59.999Z,2022-01-01T03:39:00Z,46835.55000000,46853.71000000,46832.28000000,46846.74000000,2.87622000,,2022
2022-01-01T03:40:59.999Z,2022-01-01T03:40:00Z,46846.74000000,46853.81000000,46840.42000000,46853.80000000,3.27205000,,2022
2022-01-01T03:41:59.999Z,2022-01-01T03:41:00Z,46853.81000000,46883.68000000,46846.38000000,46868.24000000,23.33165000,,2022
2022-01-01T03:42:59.999Z,2022-01-01T03:42:00Z,46868.25000000,46884.88000000,46862.38000000,46871.93000000,4.43825000,,2022
2022-01-01T03:43:59.999Z,2022-01-01T03:43:00Z,46871.94000000,46900.00000000,46868.66000000,46892.17000000,9.44247000,,2022
2022-01-01T03:44:59.999Z,2022-01-01T03:44:00Z,46892.18000000,46892.18000000,46867.98000000,46867.98000000,2.80538000,,2022
2022-01-01T03:45:59.999Z,2022-01-01T03:45:00Z,46867.98000000,46894.61000000,46867.98000000,46886.06000000,8.64841000,,2022
2022-01-01T03:46:59.999Z,2022-01-01T03:46:00Z,46886.07000000,46898.99000000,46881.75000000,46885.70000000,4.63638000,,2022
2022-01-01T03:47:59.999Z,2022-01-01T03:47:00Z,46885.70000000,46886.20000000,46866.11000000,46866.88000000,6.59000000,,2022
2022-01-01T03:48:59.999Z,2022-01-01T03:48:00Z,46866.89000000,46876.34000000,46853.88000000,46859.21000000,7.61226000,,2022
2022-01-01T03:49:59.999Z,2022-01-01T03:49:00Z,46859.21000000,46865.51000000,46825.24000000,46825.25000000,4.52647000,,2022
2022-01-01T03:50:59.999Z,2022-01-01T03:50:00Z,46825.25000000,46825.25000000,46813.40000000,46817.01000000,4.69407000,,2022
2022-01-01T03:51:59.999Z,2022-01-01T03:51:00Z,46817.01000000,46818.17000000,46813.20000000,46815.18000000,9.93462000,,2022
2022-01-01T03:52:59.999Z,2022-01-01T03:52:00Z,46815.17000000,46829.23000000,46813.20000000,46813.21000000,21.70346000,,2022
2022-01-01T03:53:59.999Z,2022-01-01T03:53:00Z,46813.20000000,46851.07000000,46813.20000000,46848.29000000,6.49077000,,2022
2022-01-01T03:54:59.999Z,2022-01-01T03:54:00Z,46848.29000000,46870.00000000,46838.69000000,46863.64000000,7.05895000,,2022
2022-01-01T03:55:59.999Z,2022-01-01T03:55:00Z,46863.64000000,46870.86000000,46842.13000000,46859.01000000,5.93793000,,2022
2022-01-01T03:56:59.999Z,2022-01-01T03:56:00Z,46859.01000000,46860.92000000,46851.71000000,46851.72000000,2.28015000,,2022
2022-01-01T03:57:59.999Z,2022-01-01T03:57:00Z,46851.71000000,46851.72000000,46813.21000000,46815.30000000,10.93050000,,2022
2022-01-01T03:58:59.999Z,2022-01-01T03:58:00Z,46815.30000000,46823.47000000,46813.22000000,46822.52000000,5.47611000,,2022
2022-01-01T03:59:59.999Z,2022-01-01T03:59:00Z,46822.53000000,46822.53000000,46813.20000000,46813.20000000,27.14701000,,2022
2022-01-01T04:00:59.999Z,2022-01-01T04:00:00Z,46813.21000000,46848.47000000,46813.20000000,46848.46000000,11.03156000,,2022
2022-01-01T04:01:59.999Z,2022-01-01T04:01:00Z,46848.47000000,46849.94000000,46831.87000000,46846.05000000,5.34012000,,2022
2022-01-01T04:02:59.999Z,2022-01-01T04:02:00Z,46846.05000000,46846.06000000,46830.07000000,46832.44000000,7.62704000,,2022
2022-01-01T04:03:59.999Z,2022-01-01T04:03:00Z,46832.44000000,46844.93000000,46832.43000000,46841.48000000,3.11816000,,2022
2022-01-01T04:04:59.999Z,2022-01-01T04:04:00Z,46841.47000000,46868.72000000,46841.47000000,46860.13000000,6.43747000,,2022
2022-01-01T04:05:59.999Z,2022-01-01T04:05:00Z,46864.26000000,46877.67000000,46859.96000000,46875.81000000,6.42998000,,2022
2022-01-01T04:06:59.999Z,2022-01-01T04:06:00Z,46875.81000000,46887.33000000,46840.00000000,46840.01000000,13.84330000,,2022
2022-01-01T04:07:59.999Z,2022-01-01T04:07:00Z,46840.00000000,46861.96000000,46840.00000000,46850.38000000,6.87400000,,2022
2022-01-01T04:08:59.999Z,2022-01-01T04:08:00Z,46850.37000000,46859.85000000,46840.79000000,46843.85000000,1.92729000,,2022
2022-01-01T04:09:59.999Z,2022-01-01T04:09:00Z,46843.84000000,46857.53000000,46835.03000000,46839.04000000,3.36440000,,2022
2022-01-01T04:10:59.999Z,2022-01-01T04:10:00Z,46840.99000000,46845.80000000,46822.34000000,46845.79000000,5.68904000,,2022
2022-01-01T04:11:59.999Z,2022-01-01T04:11:00Z,46845.79000000,46845.80000000,46842.64000000,46845.61000000,3.98050000,,2022
2022-01-01T04:12:59.999Z,2022-01-01T04:12:00Z,46845.60000000,46845.61000000,46800.00000000,46800.00000000,52.92663000,,2022
2022-01-01T04:13:59.999Z,2022-01-01T04:13:00Z,46800.00000000,46819.74000000,46778.40000000,46783.29000000,16.15097000,,2022
2022-01-01T04:14:59.999Z,2022-01-01T04:14:00Z,46783.29000000,46783.30000000,46630.23000000,46648.04000000,119.73131000,,2022
2022-01-01T04:15:59.999Z,2022-01-01T04:15:00Z,46648.04000000,46705.39000000,46640.50000000,46675.44000000,21.09230000,,2022
2022-01-01T04:16:59.999Z,2022-01-01T04:16:00Z,46675.43000000,46704.11000000,46591.23000000,46673.22000000,55.91930000,,2022
2022-01-01T04:17:59.999Z,2022-01-01T04:17:00Z,46673.22000000,46691.52000000,46658.57000000,46658.57000000,18.33155000,,2022
2022-01-01T04:18:59.999Z,2022-01-01T04:18:00Z,46658.58000000,46658.58000000,46624.52000000,46629.99000000,9.65996000,,2022
2022-01-01T04:19:59.999Z,2022-01-01T04:19:00Z,46629.99000000,46639.48000000,46623.49000000,46632.61000000,12.99974000,,2022
2022-01-01T04:20:59.999Z,2022-01-01T04:20:00Z,46632.61000000,46680.00000000,46630.16000000,46680.00000000,7.16805000,,2022
2022-01-01T04:21:59.999Z,2022-01-01T04:21:00Z,46679.99000000,46693.89000000,46658.42000000,46668.68000000,6.09656000,,2022
2022-01-01T04:22:59.999Z,2022-01-01T04:22:00Z,46664.25000000,46700.65000000,46664.25000000,46690.23000000,10.62376000,,2022
2022-01-01T04:23:59.999Z,2022-01-01T04:23:00Z,46695.05000000,46695.05000000,46650.00000000,46669.45000000,9.62282000,,2022
2022-01-01T04:24:59.999Z,2022-01-01T04:24:00Z,46669.46000000,46682.13000000,46652.52000000,46662.11000000,3.95129000,,2022
2022-01-01T04:25:59.999Z,2022-01-01T04:25:00Z,46662.10000000,46700.65000000,46662.10000000,46690.83000000,9.73677000,,2022
2022-01-01T04:26:59.999Z,2022-01-01T04:26:00Z,46690.83000000,46714.73000000,46686.81000000,46706.95000000,11.65791000,,2022
2022-01-01T04:27:59.999Z,2022-01-01T04:27:00Z,46706.95000000,46720.13000000,46681.85000000,46699.43000000,12.80252000,,2022
2022-01-01T04:28:59.999Z,2022-01-01T04:28:00Z,46699.43000000,46714.17000000,46695.49000000,46714.16000000,7.32887000,,2022
2022-01-01T04:29:59.999Z,2022-01-01T04:29:00Z,46714.17000000,46718.99000000,46700.81000000,46708.14000000,2.92440000,,2022
2022-01-01T04:30:59.999Z,2022-01-01T04:30:00Z,46708.13000000,46708.30000000,46680.00000000,46686.63000000,9.35313000,,2022
2022-01-01T04:31:59.999Z,2022-01-01T04:31:00Z,46686.64000000,46704.41000000,46674.34000000,46677.50000000,6.77969000,,2022
2022-01-01T04:32:59.999Z,2022-01-01T04:32:00Z,46677.51000000,46694.03000000,46660.76000000,46691.51000000,17.07743000,,2022
2022-01-01T04:33:59.999Z,2022-01-01T04:33:00Z,46691.51000000,46696.96000000,46677.62000000,46693.95000000,3.27255000,,2022
2022-01-01T04:34:59.999Z,2022-01-01T04:34:00Z,46693.96000000,46693.96000000,46666.99000000,46667.00000000,5.27358000,,2022
2022-01-01T04:35:59.999Z,2022-01-01T04:35:00Z,46667.00000000,46674.45000000,46639.18000000,46648.36000000,7.24333000,,2022
2022-01-01T04:36:59.999Z,2022-01-01T04:36:00Z,46648.37000000,46675.80000000,46646.37000000,46652.78000000,33.81418000,,2022
2022-01-01T04:37:59.999Z,2022-01-01T04:37:00Z,46652.78000000,46671.65000000,46650.01000000,46660.00000000,6.45226000,,2022
2022-01-01T04:38:59.999Z,2022-01-01T04:38:00Z,46660.01000000,46678.51000000,46647.67000000,46673.03000000,28.66323000,,2022
2022-01-01T04:39:59.999Z,2022-01-01T04:39:00Z,46673.03000000,46701.18000000,46670.28000000,46696.68000000,50.77143000,,2022
2022-01-01T04:40:59.999Z,2022-01-01T04:40:00Z,46696.68000000,46723.90000000,46672.24000000,46721.73000000,27.58735000,,2022
2022-01-01T04:41:59.999Z,2022-01-01T04:41:00Z,46721.73000000,46744.62000000,46709.01000000,46742.72000000,11.23682000,,2022
2022-01-01T04:42:59.999Z,2022-01-01T04:42:00Z,46742.71000000,46753.12000000,46736.21000000,46751.18000000,4.85979000,,2022
2022-01-01T04:43:59.999Z,2022-01-01T04:43:00Z,46751.18000000,46783.76000000,46751.15000000,46756.97000000,20.80402000,,2022
2022-01-01T04:44:59.999Z,2022-01-01T04:44:00Z,46756.97000000,46762.05000000,46734.52000000,46734.52000000,15.24005000,,2022
2022-01-01T04:45:59.999Z,2022-01-01T04:45:00Z,46734.52000000,46794.32000000,46729.20000000,46786.39000000,6.47171000,,2022
2022-01-01T04:46:59.999Z,2022-01-01T04:46:00Z,46786.39000000,46791.01000000,46714.45000000,46757.33000000,35.04749000,,2022
2022-01-01T04:47:59.999Z,2022-01-01T04:47:00Z,46757.33000000,46789.94000000,46757.32000000,46780.22000000,5.12837000,,2022
2022-01-01T04:48:59.999Z,2022-01-01T04:48:00Z,46780.22000000,46780.22000000,46754.91000000,46766.13000000,5.28229000,,2022
2022-01-01T04:49:59.999Z,2022-01-01T04:49:00Z,46766.13000000,46819.10000000,46766.13000000,46819.09000000,5.81623000,,2022
2022-01-01T04:50:59.999Z,2022-01-01T04:50:00Z,46819.10000000,46836.59000000,46800.01000000,46813.25000000,5.22141000,,2022
2022-01-01T04:51:59.999Z,2022-01-01T04:51:00Z,46813.24000000,46842.98000000,46793.92000000,46829.40000000,31.91893000,,2022
2022-01-01T04:52:59.999Z,2022-01-01T04:52:00Z,46827.29000000,46833.71000000,46819.00000000,46820.17000000,7.71988000,,2022
2022-01-01T04:53:59.999Z,2022-01-01T04:53:00Z,46820.17000000,46833.72000000,46806.05000000,46820.47000000,14.45906000,,2022
2022-01-01T04:54:59.999Z,2022-01-01T04:54:00Z,46820.46000000,46833.72000000,46800.79000000,46802.24000000,7.12744000,,2022
2022-01-01T04:55:59.999Z,2022-01-01T04:55:00Z,46802.24000000,46802.25000000,46767.85000000,46775.88000000,5.72996000,,2022
2022-01-01T04:56:59.999Z,2022-01-01T04:56:00Z,46775.87000000,46775.88000000,46750.68000000,46763.39000000,4.00237000,,2022
2022-01-01T04:57:59.999Z,2022-01-01T04:57:00Z,46763.38000000,46763.39000000,46722.12000000,46723.33000000,6.42902000,,2022
2022-01-01T04:58:59.999Z,2022-01-01T04:58:00Z,46723.32000000,46738.94000000,46723.32000000,46727.02000000,4.14312000,,2022
2022-01-01T04:59:59.999Z,2022-01-01T04:59:00Z,46727.02000000,46727.02000000,46708.00000000,46711.05000000,4.57020000,,2022
2022-01-01T05:00:59.999Z,2022-01-01T05:00:00Z,46711.05000000,46740.56000000,46699.53000000,46740.55000000,12.71732000,,2022
2022-01-01T05:01:59.999Z,2022-01-01T05:01:00Z,46740.56000000,46749.13000000,46725.72000000,46730.95000000,7.06492000,,2022
2022-01-01T05:02:59.999Z,2022-01-01T05:02:00Z,46730.95000000,46731.86000000,46715.00000000,46717.02000000,4.76270000,,2022
2022-01-01T05:03:59.999Z,2022-01-01T05:03:00Z,46717.00000000,46724.71000000,46700.25000000,46709.14000000,13.13146000,,2022
2022-01-01T05:04:59.999Z,2022-01-01T05:04:00Z,46709.14000000,46717.68000000,46696.18000000,46700.18000000,9.86818000,,2022
2022-01-01T05:05:59.999Z,2022-01-01T05:05:00Z,46700.18000000,46700.19000000,46678.94000000,46678.95000000,3.45292000,,2022
2022-01-01T05:06:59.999Z,2022-01-01T05:06:00Z,46678.95000000,46686.03000000,46673.94000000,46677.00000000,6.12230000,,2022
2022-01-01T05:07:59.999Z,2022-01-01T05:07:00Z,46677.00000000,46709.40000000,46675.21000000,46698.58000000,4.86045000,,2022
2022-01-01T05:08:59.999Z,2022-01-01T05:08:00Z,46698.58000000,46704.09000000,46698.58000000,46703.90000000,3.82994000,,2022
2022-01-01T05:09:59.999Z,2022-01-01T05:09:00Z,46703.91000000,46703.91000000,46682.73000000,46682.73000000,3.36810000,,2022
2022-01-01T05:10:59.999Z,2022-01-01T05:10:00Z,46682.91000000,46708.64000000,46682.73000000,46698.99000000,5.77005000,,2022
2022-01-01T05:11:59.999Z,2022-01-01T05:11:00Z,46698.98000000,46726.10000000,46692.69000000,46725.08000000,9.93454000,,2022
2022-01-01T05:12:59.999Z,2022-01-01T05:12:00Z,46725.08000000,46728.17000000,46705.86000000,46709.32000000,4.48379000,,2022
2022-01-01T05:13:59.999Z,2022-01-01T05:13:00Z,46709.31000000,46756.04000000,46709.31000000,46754.85000000,6.42172000,,2022
2022-01-01T05:14:59.999Z,2022-01-01T05:14:00Z,46754.85000000,46780.00000000,46744.35000000,46780.00000000,7.74999000,,2022
2022-01-01T05:15:59.999Z,2022-01-01T05:15:00Z,46780.00000000,46780.00000000,46762.63000000,46772.74000000,3.47706000,,2022
2022-01-01T05:16:59.999Z,2022-01-01T05:16:00Z,46772.75000000,46780.00000000,46771.14000000,46778.00000000,5.19397000,,2022
2022-01-01T05:17:59.999Z,2022-01-01T05:17:00Z,46778.00000000,46819.82000000,46771.34000000,46818.36000000,10.94143000,,2022
2022-01-01T05:18:59.999Z,2022-01-01T05:18:00Z,46818.35000000,46820.00000000,46816.23000000,46819.99000000,6.14623000,,2022
2022-01-01T05:19:59.999Z,2022-01-01T05:19:00Z,46820.00000000,46820.00000000,46809.58000000,46820.00000000,6.50389000,,2022
2022-01-01T05:20:59.999Z,2022-01-01T05:20:00Z,46819.99000000,46895.70000000,46816.13000000,46895.46000000,17.95079000,,2022
2022-01-01T05:21:59.999Z,2022-01-01T05:21:00Z,46893.33000000,46899.00000000,46870.13000000,46899.00000000,5.75502000,,2022
2022-01-01T05:22:59.999Z,2022-01-01T05:22:00Z,46899.00000000,47087.00000000,46898.99000000,47053.26000000,113.98479000,,2022
2022-01-01T05:23:59.999Z,2022-01-01T05:23:00Z,47053.26000000,47271.52000000,47041.59000000,47202.71000000,137.44353000,,2022
2022-01-01T05:24:59.999Z,2022-01-01T05:24:00Z,47202.71000000,47457.00000000,47194.12000000,47439.06000000,91.49700000,,2022
2022-01-01T05:25:59.999Z,2022-01-01T05:25:00Z,47439.06000000,47455.25000000,47354.45000000,47368.23000000,67.36230000,,2022
2022-01-01T05:26:59.999Z,2022-01-01T05:26:00Z,47368.24000000,47436.39000000,47342.79000000,47410.00000000,43.43445000,,2022
2022-01-01T05:27:59.999Z,2022-01-01T05:27:00Z,47410.00000000,47500.00000000,47398.70000000,47452.96000000,64.69654000,,2022
2022-01-01T05:28:59.999Z,2022-01-01T05:28:00Z,47452.95000000,47463.19000000,47365.15000000,47385.54000000,70.90790000,,2022
2022-01-01T05:29:59.999Z,2022-01-01T05:29:00Z,47385.54000000,47399.17000000,47364.35000000,47379.13000000,44.24864000,,2022
2022-01-01T05:30:59.999Z,2022-01-01T05:30:00Z,47379.13000000,47555.55000000,47379.13000000,47483.39000000,100.52479000,,2022
2022-01-01T05:31:59.999Z,2022-01-01T05:31:00Z,47483.39000000,47509.15000000,47436.05000000,47463.01000000,21.57967000,,2022
2022-01-01T05:32:59.999Z,2022-01-01T05:32:00Z,47463.01000000,47499.51000000,47456.79000000,47470.03000000,10.41900000,,2022
2022-01-01T05:33:59.999Z,2022-01-01T05:33:00Z,47470.03000000,47499.99000000,47466.36000000,47499.97000000,13.73076000,,2022
2022-01-01T05:34:59.999Z,2022-01-01T05:34:00Z,47499.98000000,47519.66000000,47472.18000000,47476.78000000,14.76031000,,2022
2022-01-01T05:35:59.999Z,2022-01-01T05:35:00Z,47476.78000000,47519.79000000,47470.20000000,47514.59000000,24.52925000,,2022
2022-01-01T05:36:59.999Z,2022-01-01T05:36:00Z,47511.01000000,47520.87000000,47494.16000000,47498.20000000,11.46265000,,2022
2022-01-01T05:37:59.999Z,2022-01-01T05:37:00Z,47498.20000000,47520.00000000,47459.63000000,47473.00000000,40.48523000,,2022
2022-01-01T05:38:59.999Z,2022-01-01T05:38:00Z,47474.15000000,47477.14000000,47437.12000000,47443.60000000,7.10038000,,2022
2022-01-01T05:39:59.999Z,2022-01-01T05:39:00Z,47443.60000000,47500.00000000,47442.40000000,47471.95000000,12.79833000,,2022
2022-01-01T05:40:59.999Z,2022-01-01T05:40:00Z,47471.95000000,47471.96000000,47450.00000000,47450.33000000,11.08624000,,2022
2022-01-01T05:41:59.999Z,2022-01-01T05:41:00Z,47450.33000000,47454.66000000,47316.40000000,47318.32000000,34.34394000,,2022
2022-01-01T05:42:59.999Z,2022-01-01T05:42:00Z,47320.58000000,47320.58000000,47226.39000000,47266.72000000,70.86511000,,2022
2022-01-01T05:43:59.999Z,2022-01-01T05:43:00Z,47266.71000000,47318.31000000,47261.82000000,47316.43000000,26.92487000,,2022
2022-01-01T05:44:59.999Z,2022-01-01T05:44:00Z,47318.31000000,47338.46000000,47300.00000000,47300.00000000,6.76446000,,2022
2022-01-01T05:45:59.999Z,2022-01-01T05:45:00Z,47300.01000000,47300.01000000,47188.55000000,47222.02000000,21.37677000,,2022
2022-01-01T05:46:59.999Z,2022-01-01T05:46:00Z,47222.02000000,47259.27000000,47218.20000000,47226.59000000,10.41522000,,2022
2022-01-01T05:47:59.999Z,2022-01-01T05:47:00Z,47225.94000000,47235.46000000,47195.42000000,47200.42000000,12.25796000,,2022
2022-01-01T05:48:59.999Z,2022-01-01T05:48:00Z,47200.43000000,47208.91000000,47168.04000000,47193.54000000,32.78427000,,2022
2022-01-01T05:49:59.999Z,2022-01-01T05:49:00Z,47193.54000000,47272.36000000,47187.44000000,47240.73000000,16.05263000,,2022
2022-01-01T05:50:59.999Z,2022-01-01T05:50:00Z,47240.73000000,47240.76000000,47180.38000000,47196.00000000,5.37555000,,2022
2022-01-01T05:51:59.999Z,2022-01-01T05:51:00Z,47195.99000000,47236.55000000,47192.72000000,47207.20000000,12.24618000,,2022
2022-01-01T05:52:59.999Z,2022-01-01T05:52:00Z,47207.20000000,47274.98000000,47196.51000000,47259.54000000,15.14920000,,2022
2022-01-01T05:53:59.999Z,2022-01-01T05:53:00Z,47259.54000000,47273.40000000,47250.00000000,47270.00000000,7.71686000,,2022
2022-01-01T05:54:59.999Z,2022-01-01T05:54:00Z,47269.99000000,47314.47000000,47250.00000000,47266.37000000,12.26866000,,2022
2022-01-01T05:55:59.999Z,2022-01-01T05:55:00Z,47266.38000000,47299.99000000,47250.00000000,47250.01000000,8.46017000,,2022
2022-01-01T05:56:59.999Z,2022-01-01T05:56:00Z,47250.01000000,47250.02000000,47158.01000000,47181.97000000,18.90221000,,2022
2022-01-01T05:57:59.999Z,2022-01-01T05:57:00Z,47181.98000000,47197.93000000,47135.30000000,47183.34000000,14.35326000,,2022
2022-01-01T05:58:59.999Z,2022-01-01T05:58:00Z,47183.33000000,47214.60000000,47179.99000000,47180.00000000,5.54509000,,2022
2022-01-01T05:59:59.999Z,2022-01-01T05:59:00Z,47180.01000000,47214.59000000,47180.00000000,47192.55000000,7.37548000,,2022
2022-01-01T06:00:59.999Z,2022-01-01T06:00:00Z,47192.56000000,47237.35000000,47189.54000000,47193.66000000,12.00472000,,2022
2022-01-01T06:01:59.999Z,2022-01-01T06:01:00Z,47193.66000000,47200.00000000,47161.91000000,47161.91000000,4.62440000,,2022
2022-01-01T06:02:59.999Z,2022-01-01T06:02:00Z,47161.91000000,47192.79000000,47160.00000000,47173.50000000,10.27033000,,2022
2022-01-01T06:03:59.999Z,2022-01-01T06:03:00Z,47173.50000000,47173.51000000,47136.52000000,47156.65000000,9.48811000,,2022
2022-01-01T06:04:59.999Z,2022-01-01T06:04:00Z,47156.64000000,47156.65000000,47111.00000000,47111.01000000,23.93630000,,2022
2022-01-01T06:05:59.999Z,2022-01-01T06:05:00Z,47111.00000000,47152.63000000,47089.43000000,47147.89000000,24.89305000,,2022
2022-01-01T06:06:59.999Z,2022-01-01T06:06:00Z,47147.89000000,47184.99000000,47145.82000000,47181.19000000,5.31701000,,2022
2022-01-01T06:07:59.999Z,2022-01-01T06:07:00Z,47181.19000000,47185.00000000,47149.52000000,47185.00000000,5.35198000,,2022
2022-01-01T06:08:59.999Z,2022-01-01T06:08:00Z,47184.99000000,47200.00000000,47166.37000000,47200.00000000,6.87130000,,2022
2022-01-01T06:09:59.999Z,2022-01-01T06:09:00Z,47199.99000000,47278.62000000,47199.99000000,47269.30000000,18.99572000,,2022
2022-01-01T06:10:59.999Z,2022-01-01T06:10:00Z,47269.30000000,47271.20000000,47240.01000000,47249.45000000,13.28150000,,2022
2022-01-01T06:11:59.999Z,2022-01-01T06:11:00Z,47249.44000000,47281.68000000,47249.44000000,47271.88000000,10.37408000,,2022
2022-01-01T06:12:59.999Z,2022-01-01T06:12:00Z,47271.87000000,47290.00000000,47271.87000000,47289.97000000,4.11304000,,2022
2022-01-01T06:13:59.999Z,2022-01-01T06:13:00Z,47289.96000000,47320.00000000,47287.60000000,47300.72000000,13.45235000,,2022
2022-01-01T06:14:59.999Z,2022-01-01T06:14:00Z,47300.71000000,47324.42000000,47293.01000000,47307.04000000,6.17338000,,2022
2022-01-01T06:15:59.999Z,2022-01-01T06:15:00Z,47307.03000000,47307.04000000,47258.73000000,47259.14000000,4.41853000,,2022
2022-01-01T06:16:59.999Z,2022-01-01T06:16:00Z,47263.01000000,47270.25000000,47238.86000000,47238.87000000,4.34426000,,2022
2022-01-01T06:17:59.999Z,2022-01-01T06:17:00Z,47238.86000000,47256.17000000,47210.09000000,47210.10000000,7.22532000,,2022
2022-01-01T06:18:59.999Z,2022-01-01T06:18:00Z,47210.09000000,47234.34000000,47196.16000000,47206.06000000,4.36681000,,2022
2022-01-01T06:19:59.999Z,2022-01-01T06:19:00Z,47207.72000000,47210.03000000,47188.15000000,47199.50000000,5.14435000,,2022
2022-01-01T06:20:59.999Z,2022-01-01T06:20:00Z,47199.50000000,47215.33000000,47197.96000000,47215.32000000,2.56571000,,2022
2022-01-01T06:21:59.999Z,2022-01-01T06:21:00Z,47215.33000000,47219.97000000,47205.00000000,47208.81000000,5.68542000,,2022
2022-01-01T06:22:59.999Z,2022-01-01T06:22:00Z,47208.80000000,47214.77000000,47173.39000000,47181.92000000,7.28333000,,2022
2022-01-01T06:23:59.999Z,2022-01-01T06:23:00Z,47181.93000000,47186.24000000,47170.60000000,47183.44000000,5.07889000,,2022
2022-01-01T06:24:59.999Z,2022-01-01T06:24:00Z,47183.44000000,47193.79000000,47177.93000000,47177.94000000,2.42017000,,2022
2022-01-01T06:25:59.999Z,2022-01-01T06:25:00Z,47177.93000000,47177.94000000,47128.28000000,47140.87000000,14.90445000,,2022
2022-01-01T06:26:59.999Z,2022-01-01T06:26:00Z,47140.87000000,47142.24000000,47121.21000000,47127.88000000,6.40735000,,2022
2022-01-01T06:27:59.999Z,2022-01-01T06:27:00Z,47127.88000000,47177.52000000,47123.69000000,47163.88000000,20.90752000,,2022
2022-01-01T06:28:59.999Z,2022-01-01T06:28:00Z,47163.88000000,47163.88000000,47129.89000000,47139.93000000,3.13945000,,2022
2022-01-01T06:29:59.999Z,2022-01-01T06:29:00Z,47139.94000000,47142.95000000,47119.37000000,47130.36000000,4.86598000,,2022
2022-01-01T06:30:59.999Z,2022-01-01T06:30:00Z,47130.37000000,47137.18000000,47116.13000000,47124.11000000,2.44482000,,2022
2022-01-01T06:31:59.999Z,2022-01-01T06:31:00Z,47124.11000000,47129.81000000,47112.91000000,47123.23000000,4.14386000,,2022
2022-01-01T06:32:59.999Z,2022-01-01T06:32:00Z,47123.23000000,47129.99000000,47112.91000000,47118.69000000,4.28016000,,2022
2022-01-01T06:33:59.999Z,2022-01-01T06:33:00Z,47118.69000000,47140.98000000,47113.08000000,47140.79000000,4.52609000,,2022
